SITE_ID,Week,Year,DATEOFF,Ca,Cl,HNO3,HNO3 PPB,K,Mg,Na,NH4,NO3,SO2,SO2 PPB,SO4,TNO3,DATEON
"SND152","33","2023","8/22/2023 8:00:00 AM","0.264","0.032","0.742","0.288","0.099","0.033","0.027","0.379","0.195","0.296","0.113","1.076","0.925","8/15/2023"
"SND152","34","2023","8/29/2023 8:00:00 AM","0.389","0.032","1.003","0.389","0.119","0.043","0.038","0.571","0.199","0.288","0.11","1.705","1.186","8/22/2023"
"SND152","35","2023","9/05/2023 8:00:00 AM","0.171","0.082","0.787","0.305","0.085","0.046","0.203","0.418","0.384","0.395","0.151","1.06","1.158","8/29/2023"
"SND152","36","2023","9/12/2023 8:00:00 AM","0.257","0.032","0.82","0.318","0.109","0.047","0.181","0.369","0.274","0.317","0.121","1.169","1.081","9/05/2023"
"SND152","37","2023","9/19/2023 8:00:00 AM","0.2","0.032","0.66","0.256","0.088","0.027","0.028","0.452","0.204","0.236","0.09","1.208","0.853","9/12/2023"
"SND152","38","2023","9/26/2023 8:00:00 AM","0.283","0.032","0.774","0.3","0.095","0.034","0.026","0.457","0.189","0.303","0.116","1.168","0.951","9/19/2023"
"SND152","39","2023","10/03/2023 8:00:00 AM","0.278","0.032","1.007","0.391","0.077","0.033","0.028","0.415","0.203","0.29","0.111","0.997","1.194","9/26/2023"
"SND152","40","2023","10/10/2023 8:00:00 AM","0.333","0.033","0.697","0.27","0.093","0.042","0.068","0.316","0.35","0.402","0.153","0.72","1.036","10/03/2023"
"SND152","41","2023","10/17/2023 8:00:00 AM","0.239","0.033","0.445","0.173","0.064","0.022","0.022","0.347","0.488","0.327","0.125","0.696","0.926","10/10/2023"
"SND152","42","2023","10/24/2023 8:00:00 AM","0.496","0.033","0.716","0.278","0.093","0.055","0.026","0.379","0.384","0.901","0.344","0.824","1.088","10/17/2023"
"SND152","43","2023","10/31/2023 8:00:00 AM","0.242","0.979","0.475","0.184","0.087","0.139","1.016","0.21","1.049","0.284","0.108","0.929","1.517","10/24/2023"
"SND152","44","2023","11/07/2023 8:00:00 AM","0.361","0.04","1.083","0.42","0.079","0.05","0.147","0.437","0.671","0.638","0.243","0.97","1.736","10/31/2023"
"SND152","45","2023","11/14/2023 8:00:00 AM","0.341","0.033","0.554","0.215","0.092","0.05","0.16","0.509","0.944","0.576","0.22","1.111","1.489","11/07/2023"
"SND152","46","2023","11/21/2023 8:00:00 AM","0.12","0.123","0.538","0.209","0.021","0.03","0.119","0.085","0.268","0.413","0.158","0.242","0.798","11/14/2023"
"SND152","47","2023","11/28/2023 8:00:00 AM","0.114","0.034","0.498","0.193","0.057","0.015","0.021","0.702","1.145","0.372","0.142","1.06","1.635","11/21/2023"
"SND152","48","2023","12/05/2023 8:00:00 AM","0.236","0.036","0.546","0.212","0.074","0.028","0.082","0.341","0.739","0.419","0.16","0.705","1.276","11/28/2023"
"SND152","49","2023","12/12/2023 8:00:00 AM","0.19","0.068","0.406","0.158","0.07","0.027","0.093","0.39","0.914","0.333","0.127","0.726","1.313","12/05/2023"
"SND152","50","2023","12/19/2023 8:00:00 AM","0.157","0.044","0.826","0.321","0.051","0.022","0.058","0.302","0.645","0.725","0.277","0.564","1.458","12/12/2023"
"SND152","51","2023","12/26/2023 8:00:00 AM","0.158","0.169","1.104","0.428","0.075","0.038","0.174","0.46","1.286","0.552","0.211","0.515","2.372","12/19/2023"
"SND152","52","2023","1/02/2024 8:00:00 AM","-","-","-","-","-","-","-","-","-","-","-","-","-","12/26/2023"
"SPD111","27","2023","7/11/2023 8:00:00 AM","0.176","0.032","0.512","0.199","0.216","0.036","0.009","0.35","0.075","0.21","0.08","1.178","0.579","7/04/2023"
"SPD111","28","2023","7/18/2023 8:00:00 AM","0.282","0.032","0.671","0.26","0.114","0.053","0.044","0.383","0.068","0.283","0.108","1.312","0.728","7/11/2023"
"SPD111","29","2023","7/25/2023 8:00:00 AM","0.231","0.032","0.525","0.204","0.077","0.04","0.014","0.378","0.125","0.261","0.1","0.994","0.641","7/18/2023"
"SPD111","30","2023","8/01/2023 8:00:00 AM","0.376","0.034","0.652","0.253","0.083","0.044","0.015","0.404","0.084","0.34","0.13","1.124","0.726","7/25/2023"
"SPD111","31","2023","8/08/2023 8:00:00 AM","0.151","0.031","0.417","0.162","0.066","0.027","0.016","0.417","0.124","0.26","0.099","1.074","0.534","8/01/2023"
"SPD111","32","2023","8/15/2023 8:00:00 AM","0.087","0.032","0.419","0.163","0.063","0.016","0.024","0.352","0.086","0.278","0.106","1.037","0.498","8/08/2023"
"SPD111","33","2023","8/22/2023 8:00:00 AM","0.319","0.032","0.491","0.191","0.072","0.05","0.009","0.219","0.104","0.194","0.074","0.725","0.587","8/15/2023"
"SPD111","34","2023","8/29/2023 8:00:00 AM","0.321","0.033","0.433","0.168","0.091","0.052","0.015","0.469","0.144","0.204","0.078","1.498","0.57","8/22/2023"
"SPD111","35","2023","9/05/2023 8:00:00 AM","0.378","0.032","0.568","0.22","0.063","0.064","0.008","0.32","0.087","0.273","0.104","1.09","0.645","8/29/2023"
"SPD111","36","2023","9/12/2023 8:00:00 AM","0.237","0.036","0.577","0.224","0.065","0.045","0.046","0.292","0.067","0.23","0.088","1.126","0.635","9/05/2023"
"SPD111","37","2023","9/19/2023 8:00:00 AM","0.254","0.029","0.475","0.184","0.065","0.038","0.014","0.27","0.083","0.2","0.076","1.07","0.551","9/12/2023"
"SPD111","38","2023","9/26/2023 8:00:00 AM","0.475","0.033","0.419","0.163","0.056","0.071","0.008","0.205","0.104","0.223","0.085","0.908","0.516","9/19/2023"
"SPD111","39","2023","10/03/2023 8:00:00 AM","0.265","0.032","0.381","0.148","0.056","0.041","0.008","0.26","0.101","0.188","0.072","0.819","0.476","9/26/2023"
"SPD111","40","2023","10/10/2023 8:00:00 AM","0.52","0.033","0.262","0.102","0.067","0.077","0.017","0.196","0.225","0.207","0.079","0.702","0.483","10/03/2023"
"SPD111","41","2023","10/17/2023 8:00:00 AM","0.438","0.033","0.301","0.117","0.049","0.054","0.015","0.291","0.368","0.197","0.075","0.67","0.664","10/10/2023"
"SPD111","42","2023","10/24/2023 8:00:00 AM","0.379","0.033","0.503","0.195","0.058","0.059","0.013","0.178","0.141","0.267","0.102","0.667","0.636","10/17/2023"
"SPD111","43","2023","10/31/2023 8:00:00 AM","-","-","-","-","-","-","-","-","-","-","-","-","-","10/24/2023"
"SPD111","44","2023","11/07/2023 8:00:00 AM","0.853","0.034","0.885","0.343","0.075","0.128","0.057","0.367","0.437","0.433","0.165","0.954","1.308","10/31/2023"
"SPD111","45","2023","11/14/2023 8:00:00 AM","0.511","0.033","0.594","0.23","0.059","0.078","0.097","0.393","0.564","0.385","0.147","0.979","1.148","11/07/2023"
"SPD111","46","2023","11/21/2023 8:00:00 AM","0.616","0.056","0.414","0.161","0.052","0.097","0.121","0.226","0.566","0.303","0.116","0.624","0.973","11/14/2023"
"SPD111","47","2023","11/28/2023 8:00:00 AM","0.152","0.035","0.521","0.202","0.046","0.021","0.018","0.68","0.797","0.303","0.116","1.34","1.31","11/21/2023"
"SPD111","48","2023","12/05/2023 8:00:00 AM","0.256","0.035","0.499","0.194","0.049","0.034","0.019","0.336","0.579","0.278","0.106","0.791","1.07","11/28/2023"
"SPD111","49","2023","12/12/2023 8:00:00 AM","0.135","0.034","0.432","0.168","0.042","0.02","0.016","0.392","0.445","0.323","0.123","0.794","0.87","12/05/2023"
"SPD111","50","2023","12/19/2023 8:00:00 AM","0.219","0.034","0.347","0.135","0.044","0.03","0.038","0.246","0.357","0.337","0.129","0.554","0.699","12/12/2023"
"SPD111","51","2023","12/26/2023 8:00:00 AM","0.344","0.085","0.382","0.148","0.068","0.061","0.116","0.155","0.529","0.356","0.136","0.421","0.905","12/19/2023"
"SPD111","52","2023","1/02/2024 8:00:00 AM","-","-","-","-","-","-","-","-","-","-","-","-","-","12/26/2023"
"STK138","27","2023","7/11/2023 8:00:00 AM","0.785","0.031","0.962","0.373","0.1","0.197","0.008","0.384","0.496","0.335","0.128","0.732","1.442","7/04/2023"
"STK138","28","2023","7/18/2023 8:00:00 AM","0.531","0.033","0.877","0.34","0.116","0.135","0.009","0.408","0.298","0.335","0.128","0.681","1.16","7/11/2023"
"STK138","29","2023","7/25/2023 8:00:00 AM","0.874","0.032","0.881","0.342","0.095","0.283","0.01","0.4","0.444","0.386","0.147","0.745","1.311","7/18/2023"
"STK138","30","2023","8/01/2023 8:00:00 AM","0.495","0.032","0.807","0.313","0.069","0.121","0.026","0.325","0.468","0.392","0.15","0.723","1.262","7/25/2023"
"STK138","31","2023","8/08/2023 8:00:00 AM","0.691","0.033","0.996","0.386","0.085","0.26","0.014","0.5","0.443","0.359","0.137","1.226","1.424","8/01/2023"
"STK138","32","2023","8/15/2023 8:00:00 AM","0.494","0.032","0.652","0.253","0.089","0.178","0.015","0.283","0.299","0.342","0.131","0.672","0.941","8/08/2023"
"STK138","33","2023","8/22/2023 8:00:00 AM","0.857","0.033","0.6","0.233","0.103","0.218","0.014","0.39","0.677","0.386","0.147","0.728","1.267","8/15/2023"
"STK138","34","2023","8/29/2023 8:00:00 AM","1.462","0.032","0.818","0.317","0.104","0.288","0.047","0.448","0.981","0.432","0.165","1.653","1.786","8/22/2023"
"STK138","35","2023","9/05/2023 8:00:00 AM","0.94","0.032","0.735","0.285","0.073","0.253","0.043","0.334","0.432","0.596","0.227","0.843","1.155","8/29/2023"
"STK138","36","2023","9/12/2023 8:00:00 AM","0.502","0.034","0.5","0.194","0.058","0.156","0.022","0.224","0.409","0.34","0.13","0.547","0.901","9/05/2023"
"STK138","37","2023","9/19/2023 8:00:00 AM","0.436","0.033","0.869","0.337","0.056","0.104","0.013","0.351","0.418","0.412","0.157","0.656","1.273","9/12/2023"
"STK138","38","2023","9/26/2023 8:00:00 AM","0.528","0.035","0.837","0.325","0.141","0.121","0.024","0.641","1.043","0.598","0.228","1.273","1.867","9/19/2023"
"STK138","39","2023","10/03/2023 8:00:00 AM","0.484","0.033","1.451","0.563","0.141","0.128","0.015","0.568","0.686","0.605","0.231","1.307","2.114","9/26/2023"
"STK138","40","2023","10/10/2023 8:00:00 AM","1.175","0.034","0.268","0.104","0.106","0.26","0.01","0.259","0.412","0.296","0.113","0.523","0.675","10/03/2023"
"STK138","41","2023","10/17/2023 8:00:00 AM","0.96","0.033","0.187","0.073","0.06","0.206","0.013","0.201","1.146","0.237","0.09","0.434","1.33","10/10/2023"
"STK138","42","2023","10/24/2023 8:00:00 AM","0.865","0.034","0.394","0.153","0.113","0.172","0.019","0.313","1.084","0.408","0.156","0.606","1.472","10/17/2023"
"STK138","43","2023","10/31/2023 8:00:00 AM","0.459","0.062","0.193","0.075","0.091","0.129","0.079","0.652","1.131","0.314","0.12","1.048","1.32","10/24/2023"
"STK138","44","2023","11/07/2023 8:00:00 AM","1.548","0.042","0.454","0.176","0.097","0.243","0.024","0.563","2.137","0.657","0.251","0.846","2.583","10/31/2023"
"STK138","45","2023","11/14/2023 8:00:00 AM","1.669","0.035","0.452","0.175","0.069","0.331","0.015","0.422","1.205","0.436","0.166","0.503","1.65","11/07/2023"
"STK138","46","2023","11/21/2023 8:00:00 AM","2.139","0.059","0.461","0.179","0.1","0.429","0.025","0.345","1.949","0.679","0.259","0.535","2.402","11/14/2023"
"STK138","47","2023","11/28/2023 8:00:00 AM","0.376","0.05","0.185","0.072","0.046","0.106","0.037","0.516","1.431","0.404","0.154","0.583","1.613","11/21/2023"
"STK138","48","2023","12/05/2023 8:00:00 AM","0.271","0.078","0.136","0.053","0.041","0.052","0.034","0.883","2.57","0.304","0.116","0.623","2.704","11/28/2023"
"STK138","49","2023","12/12/2023 8:00:00 AM","0.568","0.174","0.152","0.059","0.163","0.064","0.033","0.832","2.333","0.462","0.176","0.816","2.483","12/05/2023"
"STK138","50","2023","12/19/2023 8:00:00 AM","0.88","0.098","0.406","0.158","0.067","0.224","0.059","0.462","2.228","0.619","0.236","0.497","2.628","12/12/2023"
"STK138","51","2023","12/26/2023 8:00:00 AM","0.382","0.135","0.163","0.063","0.079","0.102","0.094","0.775","2.702","0.568","0.217","0.841","2.863","12/19/2023"
"STK138","52","2023","1/02/2024 8:00:00 AM","0.137","0.049","0.116","0.045","0.033","0.037","0.023","0.64","1.571","0.306","0.117","0.533","1.684","12/26/2023"
"SUM156","27","2023","7/11/2023 8:00:00 AM","0.081","0.536","0.293","0.114","0.08","0.077","0.54","0.277","0.332","0.212","0.081","1.42","0.62","7/04/2023"
"SUM156","28","2023","7/18/2023 8:00:00 AM","0.126","0.444","0.17","0.066","0.077","0.085","0.558","0.216","0.614","0.33","0.126","1.302","0.781","7/11/2023"
"SUM156","29","2023","7/25/2023 8:00:00 AM","0.095","0.06","0.565","0.219","0.091","0.043","0.218","0.335","0.138","0.273","0.104","1.441","0.694","7/18/2023"
"SUM156","30","2023","8/01/2023 8:00:00 AM","0.084","0.033","0.484","0.188","0.062","0.021","0.061","0.292","0.072","0.309","0.118","0.998","0.548","7/25/2023"
"SUM156","31","2023","8/08/2023 8:00:00 AM","0.091","0.043","0.363","0.141","0.064","0.036","0.194","0.301","0.235","0.238","0.091","1.21","0.592","8/01/2023"
"SUM156","32","2023","8/15/2023 8:00:00 AM","0.119","0.062","0.391","0.152","0.057","0.062","0.388","0.273","0.454","0.228","0.087","1.715","0.839","8/08/2023"
"SUM156","33","2023","8/22/2023 8:00:00 AM","0.332","0.288","0.564","0.219","0.088","0.094","0.443","0.239","0.497","0.371","0.142","1.606","1.051","8/15/2023"
"SUM156","34","2023","8/29/2023 8:00:00 AM","0.327","0.232","0.415","0.161","0.109","0.114","0.632","0.128","0.631","0.349","0.133","1.514","1.04","8/22/2023"
"SUM156","35","2023","9/05/2023 8:00:00 AM","0.045","0.916","0.11","0.043","0.065","0.087","0.722","0.158","0.356","0.314","0.12","0.834","0.464","8/29/2023"
"SUM156","36","2023","9/12/2023 8:00:00 AM","0.113","0.102","0.254","0.099","0.066","0.062","0.436","0.147","0.397","0.272","0.104","0.983","0.647","9/05/2023"
"SUM156","37","2023","9/19/2023 8:00:00 AM","0.07","0.033","0.261","0.101","0.062","0.026","0.134","0.291","0.157","0.243","0.093","1.003","0.413","9/12/2023"
"SUM156","38","2023","9/26/2023 8:00:00 AM","0.131","0.037","0.457","0.177","0.057","0.038","0.212","0.242","0.21","0.294","0.112","1.16","0.659","9/19/2023"
"SUM156","39","2023","10/03/2023 8:00:00 AM","0.068","0.13","0.229","0.089","0.063","0.038","0.253","0.269","0.4","0.311","0.119","0.7","0.625","9/26/2023"
"SUM156","40","2023","10/10/2023 8:00:00 AM","0.16","0.517","0.254","0.099","0.111","0.097","0.642","0.164","0.505","0.247","0.094","0.853","0.755","10/03/2023"
"SUM156","41","2023","10/17/2023 8:00:00 AM","0.102","0.074","0.135","0.052","0.04","0.025","0.104","0.173","0.201","0.208","0.079","0.463","0.334","10/10/2023"
"SUM156","42","2023","10/24/2023 8:00:00 AM","0.179","0.087","0.354","0.137","0.053","0.042","0.205","0.171","0.272","0.333","0.127","0.705","0.621","10/17/2023"
"SUM156","43","2023","10/31/2023 8:00:00 AM","0.196","1.866","0.136","0.053","0.071","0.174","1.35","0.102","0.709","0.239","0.091","0.977","0.843","10/24/2023"
"SUM156","44","2023","11/07/2023 8:00:00 AM","0.169","0.267","0.335","0.13","0.056","0.066","0.347","0.183","0.393","0.29","0.111","0.823","0.723","10/31/2023"
"SUM156","45","2023","11/14/2023 8:00:00 AM","0.121","0.037","0.377","0.146","0.06","0.039","0.211","0.293","0.378","0.244","0.093","1.027","0.75","11/07/2023"
"SUM156","46","2023","11/21/2023 8:00:00 AM","0.099","0.245","0.207","0.08","0.059","0.063","0.42","0.169","0.524","0.345","0.132","0.878","0.728","11/14/2023"
"SUM156","47","2023","11/28/2023 8:00:00 AM","0.044","0.28","0.139","0.054","0.05","0.037","0.295","0.191","0.296","0.265","0.101","0.722","0.432","11/21/2023"
"SUM156","48","2023","12/05/2023 8:00:00 AM","0.107","0.273","0.257","0.1","0.054","0.045","0.331","0.182","0.507","0.333","0.127","0.76","0.76","11/28/2023"
"SUM156","49","2023","12/12/2023 8:00:00 AM","0.101","0.645","0.269","0.104","0.055","0.068","0.516","0.156","0.51","0.365","0.139","0.75","0.775","12/05/2023"
"SUM156","50","2023","12/19/2023 8:00:00 AM","0.065","0.491","0.211","0.082","0.044","0.048","0.375","0.142","0.348","0.348","0.133","0.476","0.556","12/12/2023"
"SUM156","51","2023","12/26/2023 8:00:00 AM","0.095","0.915","0.207","0.08","0.061","0.088","0.665","0.131","0.581","0.408","0.156","0.605","0.784","12/19/2023"
"SUM156","52","2023","1/02/2024 8:00:00 AM","0.059","0.035","0.384","0.149","0.048","0.016","0.077","0.226","0.157","0.478","0.182","0.701","0.534","12/26/2023"
"UMA009","27","2023","7/11/2023 8:00:00 AM","0.081","0.017","0.332","0.129","0.054","0.018","0.038","0.179","0.101","0.138","0.053","0.307","0.428","7/04/2023"
"UMA009","28","2023","7/18/2023 8:00:00 AM","0.089","0.016","0.31","0.12","0.055","0.017","0.023","0.137","0.1","0.139","0.053","0.287","0.405","7/11/2023"
"UMA009","29","2023","7/25/2023 8:00:00 AM","0.115","0.016","0.408","0.158","0.115","0.022","0.026","0.198","0.124","0.239","0.091","0.445","0.525","7/18/2023"
"UMA009","30","2023","8/01/2023 8:00:00 AM","0.102","0.016","0.31","0.12","0.079","0.029","0.083","0.194","0.203","0.18","0.069","0.376","0.508","7/25/2023"
"UMA009","31","2023","8/08/2023 8:00:00 AM","0.097","0.016","0.35","0.136","0.115","0.02","0.024","0.171","0.137","0.125","0.048","0.361","0.481","8/01/2023"
"UMA009","32","2023","8/15/2023 8:00:00 AM","0.073","0.016","0.366","0.142","0.051","0.016","0.019","0.174","0.105","0.167","0.064","0.331","0.464","8/08/2023"
"UMA009","33","2023","8/22/2023 8:00:00 AM","0.27","0.016","0.491","0.191","0.235","0.048","0.102","0.332","0.303","0.219","0.084","0.664","0.786","8/15/2023"
"UMA009","34","2023","8/29/2023 8:00:00 AM","0.074","0.016","0.542","0.21","0.088","0.022","0.067","0.264","0.153","0.143","0.055","0.49","0.686","8/22/2023"
"UMA009","35","2023","9/05/2023 8:00:00 AM","0.072","0.014","0.22","0.085","0.057","0.018","0.05","0.121","0.17","0.125","0.048","0.27","0.387","8/29/2023"
"UMA009","36","2023","9/12/2023 8:00:00 AM","0.067","0.018","0.299","0.116","0.052","0.015","0.04","0.147","0.155","0.135","0.052","0.293","0.45","9/05/2023"
"UMA009","37","2023","9/19/2023 8:00:00 AM","0.091","0.045","0.211","0.082","0.066","0.024","0.061","0.164","0.186","0.13","0.05","0.305","0.393","9/12/2023"
"UMA009","38","2023","9/26/2023 8:00:00 AM","0.036","0.02","0.179","0.069","0.049","0.015","0.09","0.121","0.188","0.09","0.034","0.254","0.364","9/19/2023"
"UMA009","39","2023","10/03/2023 8:00:00 AM","0.028","0.025","0.129","0.05","0.05","0.011","0.066","0.113","0.16","0.073","0.028","0.288","0.287","9/26/2023"
"UMA009","40","2023","10/10/2023 8:00:00 AM","0.053","0.023","0.151","0.059","0.083","0.012","0.071","0.128","0.233","0.087","0.033","0.186","0.382","10/03/2023"
"UMA009","41","2023","10/17/2023 8:00:00 AM","0.029","0.068","0.062","0.024","0.056","0.012","0.113","0.064","0.139","0.079","0.03","0.214","0.2","10/10/2023"
"UMA009","42","2023","10/24/2023 8:00:00 AM","0.055","0.11","0.136","0.053","0.065","0.021","0.11","0.14","0.28","0.131","0.05","0.273","0.414","10/17/2023"
"UMA009","43","2023","10/31/2023 8:00:00 AM","-","-","-","-","-","-","-","-","-","-","-","-","-","10/24/2023"
"UMA009","44","2023","11/07/2023 8:00:00 AM","0.012","0.032","0.226","0.088","0.053","0.008","0.038","0.117","0.091","0.07","0.027","0.247","0.313","10/31/2023"
"UMA009","45","2023","11/14/2023 8:00:00 AM","0.036","0.153","0.041","0.016","0.04","0.02","0.133","0.076","0.151","0.066","0.025","0.277","0.192","11/07/2023"
"UMA009","46","2023","11/21/2023 8:00:00 AM","0.025","0.118","0.046","0.018","0.069","0.013","0.082","0.276","0.532","0.071","0.027","0.355","0.578","11/14/2023"
"UMA009","47","2023","11/28/2023 8:00:00 AM","0.011","0.018","0.065","0.025","0.022","0.003","0.014","0.251","0.464","0.096","0.037","0.281","0.528","11/21/2023"
"UMA009","48","2023","12/05/2023 8:00:00 AM","0.011","0.081","0.104","0.04","0.021","0.009","0.062","0.306","0.776","0.067","0.026","0.203","0.878","11/28/2023"
"UMA009","49","2023","12/12/2023 8:00:00 AM","0.007","0.017","0.03","0.012","0.015","0.003","0.014","0.039","0.085","0.085","0.032","0.064","0.114","12/05/2023"
"UMA009","50","2023","12/19/2023 8:00:00 AM","0.007","0.017","0.03","0.012","0.015","0.003","0.004","0.126","0.245","0.068","0.026","0.125","0.275","12/12/2023"
"UMA009","51","2023","12/26/2023 8:00:00 AM","0.005","0.034","0.055","0.021","0.014","0.004","0.03","0.098","0.195","0.12","0.046","0.124","0.25","12/19/2023"
"UMA009","52","2023","1/02/2024 8:00:00 AM","0.007","0.017","0.04","0.016","0.018","0.003","0.006","0.073","0.079","0.078","0.03","0.122","0.118","12/26/2023"
"UVL124","27","2023","7/11/2023 8:00:00 AM","0.295","0.033","1.327","0.515","0.256","0.079","0.008","0.457","0.439","0.4","0.153","0.976","1.745","7/04/2023"
"UVL124","28","2023","7/18/2023 8:00:00 AM","0.204","0.033","0.564","0.219","0.084","0.041","0.012","0.319","0.294","0.3","0.114","0.525","0.849","7/11/2023"
"UVL124","29","2023","7/25/2023 8:00:00 AM","0.284","0.033","0.8","0.31","0.077","0.063","0.011","0.412","0.322","0.383","0.146","0.559","1.11","7/18/2023"
"UVL124","30","2023","8/01/2023 8:00:00 AM","0.204","0.033","0.993","0.385","0.087","0.043","0.008","0.535","0.166","0.368","0.14","0.823","1.142","7/25/2023"
"UVL124","31","2023","8/08/2023 8:00:00 AM","0.229","0.033","0.709","0.275","0.066","0.05","0.01","0.339","0.16","0.378","0.144","0.626","0.858","8/01/2023"
"UVL124","32","2023","8/15/2023 8:00:00 AM","0.182","0.033","0.644","0.25","0.062","0.041","0.013","0.35","0.243","0.305","0.116","0.527","0.877","8/08/2023"
"UVL124","33","2023","8/22/2023 8:00:00 AM","0.259","0.033","0.477","0.185","0.077","0.048","0.012","0.425","0.282","0.314","0.12","0.602","0.751","8/15/2023"
"UVL124","34","2023","8/29/2023 8:00:00 AM","0.171","0.033","0.794","0.308","0.05","0.033","0.022","0.329","0.228","0.317","0.121","0.819","1.009","8/22/2023"
"UVL124","35","2023","9/05/2023 8:00:00 AM","0.473","0.033","0.457","0.177","0.064","0.081","0.047","0.364","0.494","0.536","0.205","0.824","0.944","8/29/2023"
"UVL124","36","2023","9/12/2023 8:00:00 AM","0.198","0.033","0.325","0.126","0.058","0.042","0.062","0.343","0.437","0.345","0.132","0.832","0.757","9/05/2023"
"UVL124","37","2023","9/19/2023 8:00:00 AM","0.229","0.034","0.424","0.165","0.044","0.047","0.019","0.322","0.385","0.361","0.138","0.548","0.803","9/12/2023"
"UVL124","38","2023","9/26/2023 8:00:00 AM","0.56","0.033","0.871","0.338","0.102","0.102","0.02","0.472","0.77","0.426","0.163","0.916","1.626","9/19/2023"
"UVL124","39","2023","10/03/2023 8:00:00 AM","0.321","0.033","1.25","0.485","0.08","0.064","0.075","0.539","0.8","0.529","0.202","1.119","2.031","9/26/2023"
"UVL124","40","2023","10/10/2023 8:00:00 AM","0.382","0.034","0.366","0.142","0.101","0.08","0.018","0.315","0.615","0.366","0.14","0.58","0.975","10/03/2023"
"UVL124","41","2023","10/17/2023 8:00:00 AM","0.084","0.034","0.159","0.062","0.028","0.016","0.016","0.152","0.145","0.185","0.071","0.266","0.301","10/10/2023"
"UVL124","42","2023","10/24/2023 8:00:00 AM","0.276","0.036","0.427","0.166","0.053","0.046","0.018","0.371","0.992","0.365","0.139","0.616","1.412","10/17/2023"
"UVL124","43","2023","10/31/2023 8:00:00 AM","0.404","0.088","0.25","0.097","0.093","0.077","0.136","0.365","0.86","0.291","0.111","0.741","1.105","10/24/2023"
"UVL124","44","2023","11/07/2023 8:00:00 AM","0.688","0.038","0.462","0.179","0.101","0.108","0.028","0.58","1.807","0.549","0.21","0.979","2.262","10/31/2023"
"UVL124","45","2023","11/14/2023 8:00:00 AM","0.195","0.035","0.353","0.137","0.037","0.034","0.009","0.233","0.466","0.365","0.139","0.406","0.813","11/07/2023"
"UVL124","46","2023","11/21/2023 8:00:00 AM","0.951","0.04","0.601","0.233","0.072","0.144","0.034","0.368","1.751","0.723","0.276","0.511","2.342","11/14/2023"
"UVL124","47","2023","11/28/2023 8:00:00 AM","0.126","0.036","0.198","0.077","0.031","0.026","0.027","0.63","1.504","0.434","0.166","0.684","1.699","11/21/2023"
"UVL124","48","2023","12/05/2023 8:00:00 AM","0.197","0.093","0.145","0.056","0.036","0.034","0.065","0.77","2.191","0.317","0.121","0.637","2.333","11/28/2023"
"UVL124","49","2023","12/12/2023 8:00:00 AM","0.313","0.038","0.296","0.115","0.042","0.045","0.035","0.743","2.134","0.536","0.205","0.793","2.425","12/05/2023"
"UVL124","50","2023","12/19/2023 8:00:00 AM","0.483","0.058","0.467","0.181","0.059","0.074","0.045","0.825","3.358","1.068","0.408","0.525","3.818","12/12/2023"
"UVL124","51","2023","12/26/2023 8:00:00 AM","0.184","0.198","0.148","0.057","0.062","0.04","0.127","1.847","4.648","0.953","0.364","1.571","4.794","12/19/2023"
"UVL124","52","2023","1/02/2024 8:00:00 AM","0.041","0.043","0.11","0.043","0.025","0.01","0.016","0.559","1.01","0.292","0.111","0.626","1.119","12/26/2023"
"VIN140","27","2023","7/11/2023 8:00:00 AM","0.63","0.037","0.96","0.372","0.144","0.08","0.017","0.465","0.41","0.481","0.184","1.225","1.355","7/04/2023"
"VIN140","28","2023","7/18/2023 8:00:00 AM","1.35","0.033","0.848","0.329","0.109","0.094","0.034","0.543","0.48","0.736","0.281","1.352","1.314","7/11/2023"
"VIN140","29","2023","7/25/2023 8:00:00 AM","1.176","0.033","0.814","0.316","0.098","0.115","0.039","0.468","0.608","0.71","0.271","1.376","1.409","7/18/2023"
"VIN140","30","2023","8/01/2023 8:00:00 AM","1.723","0.032","0.842","0.327","0.105","0.153","0.104","0.582","0.649","1.089","0.416","1.596","1.477","7/25/2023"
"VIN140","31","2023","8/08/2023 8:00:00 AM","0.496","0.033","0.722","0.28","0.069","0.042","0.017","0.439","0.347","0.526","0.201","1.271","1.057","8/01/2023"
"VIN140","32","2023","8/15/2023 8:00:00 AM","0.294","0.033","0.59","0.229","0.081","0.033","0.027","0.461","0.205","0.835","0.319","1.282","0.786","8/08/2023"
"VIN140","33","2023","8/22/2023 8:00:00 AM","0.878","0.033","0.701","0.272","0.095","0.08","0.03","0.323","0.374","0.751","0.287","1.363","1.064","8/15/2023"
"VIN140","34","2023","8/29/2023 8:00:00 AM","1.39","0.034","0.84","0.326","0.123","0.131","0.05","0.737","0.811","0.701","0.268","2.655","1.637","8/22/2023"
"VIN140","35","2023","9/05/2023 8:00:00 AM","0.869","0.033","0.584","0.227","0.074","0.083","0.081","0.401","0.364","0.713","0.272","1.016","0.938","8/29/2023"
"VIN140","36","2023","9/12/2023 8:00:00 AM","0.978","0.033","0.533","0.207","0.086","0.094","0.038","0.293","0.432","0.614","0.234","1.173","0.956","9/05/2023"
"VIN140","37","2023","9/19/2023 8:00:00 AM","-","-","-","-","-","-","-","-","-","-","-","-","-","9/12/2023"
"VIN140","38","2023","9/26/2023 8:00:00 AM","-","-","-","-","-","-","-","-","-","-","-","-","-","9/19/2023"
